Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Investor application journey,Aviva,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Archived,Shoreditch Design Studio,1,7.0,0,1.0,1,1,0,0,0,0,0.3488372093023255,0,0,0,0,1,0,0,0,"(Software_Development), (Web_Development)",(Tech & Development)
Zero micro-site,Aviva,Rip + Tear,,,,We are an innovation-led experience design company,"(UX/UI_Design), (Strategic_Design)",(innovation),,,United Kingdom,united kingdom,Archived,I-AM,3,1.0,0,0.0,0,0,0,0,0,1,0.0930232558139534,0,0,0,0,0,1,0,0,"(User_Experience/User_Interface_Design), (Web_Development)","(Tech & Development), (Experience & Design)"
Zero micro-site,Aviva,I-AM,"(Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (Brand_Strategy), (Graphic_Design)","(Education), (Financial_Services), (Food_and_Beverage_Services), (Healthcare), (Hospitality), (Pharmaceutical), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Telecommunications), (Scale-up), (Start-up)","design life-led experiences that delight customers, build brand advocacy and drive business performance.",I-AM create People Inspired Experiences.,"(Brand_Strategy), (Spatial_&_Event_Design), (UX/UI_Design)","(Brand_Identity), (Graphic_Design), (Brand_Communications), (Experience_Design), (Interior_Architecture)",Brand Experiences That Make Your Heart Beat,"Financial Services,Insurance,Energy,FMCG,Retail,Telco,Technology,Pensions","United Kingdom, United States",united kingdom,Archived,I-AM,3,1.0,0,0.0,0,1,0,1,0,1,0.4651162790697674,0,0,0,0,0,1,0,0,"(User_Experience/User_Interface_Design), (Web_Development)","(Tech & Development), (Experience & Design)"
Zero micro-site,Aviva,Rufus Leonard,,,,,,,,,,united kingdom,Archived,I-AM,3,1.0,0,0.0,0,1,0,0,0,1,0.3255813953488372,0,0,0,0,0,1,0,0,"(User_Experience/User_Interface_Design), (Web_Development)","(Tech & Development), (Experience & Design)"
Expert object photography,Aviva,Viewpoint Studios,"(Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Animation), (Audio_Production), (Editing), (Graphic_Design), (Illustration), (Motion_Graphics), (Photography), (Production_Management), (TV_Production), (Video_Production), (Corporate_Communications), (Digital_Performance_Marketing), (Events), (Media_Strategy_&_Planning), (Social_&_Influencer_Marketing), (Employee_Experience), (Internal_Communications), (Learning_&_Development), (Recruitment_Campaigns)","(Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Healthcare), (Hospitality), (Manufacturing), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Start-up)",Advertising and commercial photography and film,Inspired photography and film,"(Creative_&_Production), (Social_&_Content)",(Advertising_and_commercial_photography_and_film),,,United Kingdom,united kingdom,Archived,Viewpoint Studios,1,3.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Photography),(Production Services)
Social and web plan,Aviva,NMD+,,,,,,,,,United Kingdom,united kingdom,Archived,NMD+,2,3.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,(Social_Media_and_Influencer_Marketing),(Media_Public Relations & Events)
Social and web plan,Aviva,Polar Media House,"(Graphic_Design), (Brand_Strategy), (Social_Media), (Creative_Production), (Copywriting), (Video_Production), (Editing), (Graphic_Design), (Photography), (Video_Production)","(Fashion), (Food_and_Beverage_Services), (Start-up)",Polar Media House is here to help you stand out from the crowd through engaging content to maximise your online presence.,Polar Media House is here to help you stand out from the crowd through engaging content to maximise your online presence.,"(Creative_&_Production), (Marketing_Planning), (Social_&_Content)",(Drone_Website_building_&_management),Polar Media House is here to help you stand out from the crowd through engaging content and maximising your online presence.,"Construction,Transport,Advertising,FMCG,Drinks,Logistics",United Kingdom,united kingdom,Archived,NMD+,2,3.0,0,0.0,0,0,0,0,1,0,0.1395348837209302,0,0,0,0,1,0,0,0,(Social_Media_and_Influencer_Marketing),(Media_Public Relations & Events)
MyAviva Engagement,Aviva,Nimbletank,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Software_Development), (Employee_Experience)","(Alcoholic_Beverages), (Automotive), (Education), (Financial_Services), (Healthcare), (Professional_Services), (Retail), (Technology), (Information_and_Media), (Utilities), (Scale-up), (Start-up)",Creative certainty for the world's leading brands,Forward thinkers for change makers,"(Proposition_Design), (UX/UI_Design), (Software_Development), (Research_&_Insight), (Strategic_Design)","(Prototyping), (Outcome_forecasting), (Research_and_strategy), (Customer_Experience), (Vision_and_proposition_design), (Product_and_service_design), (UX/UI_design), (User_testing), (modelling_and_value_case_creation)",Creative Certainty for the World's Leading Brands,"Healthcare,Tech,Retail,Financial Services,Gold,Music,Energy",United Kingdom,united kingdom,Archived,UNPITCHD,3,2.0,0,0.0,1,1,1,0,0,0,0.5581395348837208,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
MyAviva Engagement,Aviva,UNPITCHD,"(Customer_Strategy), (Growth_&_Innovation_Strategy), (New_Venture_Strategy)",(B2B),We've reinvented the way innovation services are delivered to yield superior results,We've reinvented the way innovation services are delivered to yield superior results,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",,Reiventing the way innovation services are delivered to yield superior results,"Insurance,Automotive,Utilities,Telecoms",United Kingdom,united kingdom,Archived,UNPITCHD,3,2.0,0,0.0,1,1,1,0,0,0,0.5581395348837208,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
MyAviva Engagement,Aviva,Frontier,"(Customer_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Sustainability_Strategy), (Brand_Strategy), (Graphic_Design), (Employee_Experience), (EVP_/_Employer_Branding), (Purpose), (Values_&_Culture)","(Beauty), (FMCG), (Food_and_Beverage_Services), (Not-for-Profit), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Retail), (Scale-up)",North Star Brand Strategy for the Audience Age,North Star Brand Strategy for the Audience Age,(Brand_Strategy),,,,United Kingdom,united kingdom,Archived,UNPITCHD,3,2.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
MOCO Board Comms,Aviva,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Archived,Buddy Media,1,8.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,0,0,0,1,0,0,"(Advertising), (Creative_Production), (Experiential_Marketing)",(Advertising_Brand & Creative) (Media_Public Relations & Events)
MoCo marketing,Aviva,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Archived,Buddy Media,3,8.0,0,0.0,0,1,0,1,0,0,0.3720930232558139,0,0,0,0,0,1,0,0,"(Social_Media), (Creative_Production), (Social_and_Influencer_Marketing)","(Media_Public Relations & Events), (Advertising_Brand & Creative)"
MoCo marketing,Aviva,Heur,"(Business_Strategy), (CRM_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Segmentation), (Customer_Experience_Design), (Proposition_Design), (UX_/_UI_Design), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (PR), (SEO_/_SEM), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing)","(Alcoholic_Beverages), (Beauty), (Fashion), (FMCG), (Food_and_Beverage_Services), (Retail), (Scale-up), (Start-up)",Ecommerce Growth ,We grow business through holistic end-to-end strategy and supporting channel activations,"(Marketing_Planning), (Social_&_Content), (Digital_Marketing)","(Email_&_CRM), (Commercial_forecasting), (Audits_&_Due_Diligence), (Holistic_Ecommerce_Growth)",We are brand and e-commerce growth,"Retail,Fashion,Consulting,Rewards Programmes",United Kingdom,united kingdom,Archived,Buddy Media,3,8.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,0,1,0,0,"(Social_Media), (Creative_Production), (Social_and_Influencer_Marketing)","(Media_Public Relations & Events), (Advertising_Brand & Creative)"
MoCo marketing,Aviva,Three Whiskey,"(Digital_Strategy), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (ROl_Optimisation), (Segmentation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Digital_Performance_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)","(Fashion), (FMCG), (Healthcare), (Pharmaceutical), (Real_Estate)",Performance & Search Marketing,"A performance marketing agency that blends digital expertise, behavioural insight and brand understanding","(Marketing_Planning), (Social_&_Content), (Digital_Marketing)","(Market_research), (Analytics_and_Measurement), (Digital_Strategy)",,,"United Kingdom, United States",united kingdom,Archived,Buddy Media,3,8.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,0,1,0,0,"(Social_Media), (Creative_Production), (Social_and_Influencer_Marketing)","(Media_Public Relations & Events), (Advertising_Brand & Creative)"
Sustainable Home Insurance,Aviva,Good Innovation,"(Growth_&_Innovation_Strategy), (Sustainability_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Service_Design), (UX_/_UI_Design), (Employee_Experience), (Purpose), (Values_&_Culture)","(Financial_Services), (Not-for-Profit), (Scale-up), (Start-up)",Strategy & Proposition,We are the Social Impact Innovation Consultancy,"(Research_&_Insight), (Proposition_Design), (Sustainability_Strategy), (B_Corp)",(Social_Impact_Innovation),"We help organisations that want to make a difference do it smarter, faster and with greater impact by finding innovative solutions to the world’s most difficult social problems","Non-Profit,Financial Services,Sustainability",United Kingdom,united kingdom,Archived,Good Innovation,3,2.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
Sustainable Home Insurance,Aviva,Nile HQ,,,,,,,,,,united kingdom,Archived,Good Innovation,3,2.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
Sustainable Home Insurance,Aviva,Sparksfly,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (Segmentation), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Change_Management), (Employee_Experience), (Purpose), (Values_&_Culture)","(Construction), (Financial_Services), (Government), (Manufacturing), (Professional_Services), (Technology), (Information_and_Media), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Utilities)",Propsition and Venture Design,Evidence-based growth and innovation consulting,"(Strategic_Design), (Proposition_Design), (Research_&_Insight)",(Proposition_design),,,United Kingdom,united kingdom,Archived,Good Innovation,3,2.0,0,0.0,1,1,1,0,0,1,0.6511627906976742,0,0,0,0,0,0,1,0,(Proposition_Design),(Experience & Design)
DW retained design squad - 1st 2 weeks,Aviva,Hedgehog Lab,,,"Digital products, mobile and web",#1 Mobile App & Web App Development Studio,"(UX/UI_Design), (Strategic_Design), (Software_Development)","(Mobile_App_Development), (Web_Development), (Digital_Product_Development)",To be the most respected digital product studio in the world ,"Financial Services,Insurance,Fintech,Energy,Retail,Telco,Utilities,Technology,Pensions","United Kingdom, United States",united kingdom,Archived,Hedgehog Lab,1,3.0,1,0.0,1,1,0,0,0,0,0.3720930232558139,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
MoneyCoach Ph1,Aviva,Neu,"(Growth_&_Innovation_Strategy), (Product_Strategy), (eCommerce_&_Marketplaces), (Software_Development), (Web_Development)",(B2B),Digital Product Studio,A digital innovation studio,"(UX/UI_Design), (Strategic_Design), (Proposition_Design)",,We help you create competitive advantage faster,"Health,Insurance,EV,Public Sector,Entertainment,FMCG,Drinks,Financial Services",United Kingdom,united kingdom,Archived,Neu,2,1.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
MoneyCoach Ph1,Aviva,off brand.,"(Business_Strategy), (CRM_Strategy), (Data_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (Blockchain_/_Web_3), (CRM_Implementation), (eCommerce_&_Marketplaces), (Software_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (SEO_/_SEM), (Change_Management), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Gaming), (Healthcare), (Technology), (Information_and_Media)","digital marketing, branding & web design agency",Building beautiful digital experiences,"(UX/UI_Design), (Digital_Marketing)","(WebGL_&_3JS), (Website_builds), (branding_and_brand_guidlines)",Building beautiful digital experiences,,United Kingdom,united kingdom,Archived,Neu,2,1.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
